director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Léa Mysius,Romain Biderre,Stéphane Durieux,Paul Meulins,Drama,ava,Romain Biderre Stéphane Durieux Paul Meulins Léa Mysius Drama
Azazel Jacobs,Carrie Coon,Jose Febus,Natasha Lyonne,Drama  Comedy,his three daughters,Carrie Coon Jose Febus Natasha Lyonne Azazel Jacobs Drama  Comedy
Paolo Virzì,Claudio Amendola,Corrado Fortuna,Sergio Castellitto,Comedy  Drama,caterina in the big city,Claudio Amendola Corrado Fortuna Sergio Castellitto Paolo Virzì Comedy  Drama
Cláudio Torres,Paulo Carvalho,Marcelo Vindicato,Paulo Betti,Comedy,the invisible woman,Paulo Carvalho Marcelo Vindicato Paulo Betti Cláudio Torres Comedy
Olivier Nakache,Lannick Gautry,Wahid Bouzidi,Éric Naggar,Comedy,so happy together,Lannick Gautry Wahid Bouzidi Éric Naggar Olivier Nakache Comedy
Éric Rohmer,Daniel Pommereulle,Eugene Archer,László Benkö,Drama  Romance,la collectionneuse,Daniel Pommereulle Eugene Archer László Benkö Éric Rohmer Drama  Romance
Claude Pinoteau,Sophie Marceau,Janine Souchon,Med Salah Cheurfi,Romance  Comedy  Drama,the student,Sophie Marceau Janine Souchon Med Salah Cheurfi Claude Pinoteau Romance  Comedy  Drama
Martino Zaidelis,Oscar Sánchez,Diego Torres,Valeria Lois,Comedy,super crazy,Oscar Sánchez Diego Torres Valeria Lois Martino Zaidelis Comedy
Stanley Donen,Dominique Joos,Olga Georges-Picot,Clarissa Hillel,Drama  Romance  Comedy,two for the road,Dominique Joos Olga Georges-Picot Clarissa Hillel Stanley Donen Drama  Romance  Comedy
Vincent Gallo,Michael Martire,Rick Doucette,Michael Niksa,Drama,the brown bunny,Michael Martire Rick Doucette Michael Niksa Vincent Gallo Drama
Jaume Balagueró,Pedro Piqueras,Ester Expósito,Sofía Reyes,Drama  Horror  Thriller,venus,Pedro Piqueras Ester Expósito Sofía Reyes Jaume Balagueró Drama  Horror  Thriller
Zach Lipovsky,Bruce Blain,Teach Grant,Melissa Roxburgh,Horror,leprechaun: origins,Bruce Blain Teach Grant Melissa Roxburgh Zach Lipovsky Horror
Adrián García Bogliano,Laurent Rejto,Haythem Noor,Tom Noonan,Horror  Thriller,late phases,Laurent Rejto Haythem Noor Tom Noonan Adrián García Bogliano Horror  Thriller
Seth Green,Seth Green,James Van Der Beek,Joey Fatone,Animation  Comedy  Science Fiction  Action  TV Movie  Adventure  Fantasy,robot chicken: star wars,Seth Green James Van Der Beek Joey Fatone Seth Green Animation  Comedy  Science Fiction  Action  TV Movie  Adventure  Fantasy
Bao Nguyen,Bonnie Pointer,Humberto Gatica,Smokey Robinson,Documentary  Music,the greatest night in pop,Bonnie Pointer Humberto Gatica Smokey Robinson Bao Nguyen Documentary  Music
Shawn Welling,Jim Jimenez,Robert LaSardo,Tom Vera,Action,narco sub,Jim Jimenez Robert LaSardo Tom Vera Shawn Welling Action
Lauren MacMullan,Jess Harnell,Marcellite Garner,Terri Douglas,Animation  Family  Comedy,get a horse!,Jess Harnell Marcellite Garner Terri Douglas Lauren MacMullan Animation  Family  Comedy
Donald Crisp,Buster Keaton,Clarence Burton,Noble Johnson,Comedy  Action  Adventure  Romance,the navigator,Buster Keaton Clarence Burton Noble Johnson Donald Crisp Comedy  Action  Adventure  Romance
Peter Hedges,Sisqó,Stephen Chen,Rusty De Wees,Comedy  Drama,pieces of april,Sisqó Stephen Chen Rusty De Wees Peter Hedges Comedy  Drama
Tom McLoughlin,Duncan McLeod,William Kuhlke,Nancy McLoughlin,Horror  TV Movie,sometimes they come back,Duncan McLeod William Kuhlke Nancy McLoughlin Tom McLoughlin Horror  TV Movie
Justin Routt,Gustavo Peña,Dash Mihok,Josh Whites,Action  Crime  Thriller,armor,Gustavo Peña Dash Mihok Josh Whites Justin Routt Action  Crime  Thriller
Espen Sandberg,Julia Bache-Wiig,Jakob Oftebro,Viktoria Winge,History  War  Action  Crime,max manus: man of war,Julia Bache-Wiig Jakob Oftebro Viktoria Winge Espen Sandberg History  War  Action  Crime
Luc Besson,Flint Bangkok,Marian Yu,Martin John King,Drama  Romance,the lady,Flint Bangkok Marian Yu Martin John King Luc Besson Drama  Romance
Roberto Santucci,Leandro Hassum,Henry Fiuka,Rodrigo Sant'anna,Comedy,till luck do us part 2,Leandro Hassum Henry Fiuka Rodrigo Sant'anna Roberto Santucci Comedy
Phillip Noyce,David Chattam,James Caan,Toby Huss,Action  Crime  Drama,fast charlie,David Chattam James Caan Toby Huss Phillip Noyce Action  Crime  Drama
Howard Hawks,Michèle Girardon,Red Buttons,Bruce Cabot,Adventure  Comedy  Action,hatari!,Michèle Girardon Red Buttons Bruce Cabot Howard Hawks Adventure  Comedy  Action
Danny Strong,Kristine Froseth,Hope Davis,Amy Rutberg,Drama  Romance,rebel in the rye,Kristine Froseth Hope Davis Amy Rutberg Danny Strong Drama  Romance
Francine McDougall,Jean Yoon,Stuart Clow,Craig Eldridge,Comedy  Family  TV Movie,cow belles,Jean Yoon Stuart Clow Craig Eldridge Francine McDougall Comedy  Family  TV Movie
Ralph Ziman,Zane Meas,Russel Savadier,Callan McAuliffe,Drama  Action,kite,Zane Meas Russel Savadier Callan McAuliffe Ralph Ziman Drama  Action
George Gallo,Jeff Fried,Enrico Colantoni,Marco St. John,Action  Comedy  Crime  Romance,my mom's new boyfriend,Jeff Fried Enrico Colantoni Marco St. John George Gallo Action  Comedy  Crime  Romance
Jeffrey Walker,Jessica De Gouw,Connor Treacy,Hazel Phillips,Fantasy  Adventure  Comedy,the portable door,Jessica De Gouw Connor Treacy Hazel Phillips Jeffrey Walker Fantasy  Adventure  Comedy
Pedro Almodóvar,Fabio McNamara,Katia Loritz,Miguel Ángel Herranz,Comedy  Drama,what have i done to deserve this?,Fabio McNamara Katia Loritz Miguel Ángel Herranz Pedro Almodóvar Comedy  Drama
Kevin Connor,Rory Calhoun,Gwil Richards,Elaine Joyce,Comedy  Horror,motel hell,Rory Calhoun Gwil Richards Elaine Joyce Kevin Connor Comedy  Horror
Franck Dubosc,Christophe Canard,Lakshantha Abenayake,Driss Haidara,Comedy  Thriller  Crime,how to make a killing,Christophe Canard Lakshantha Abenayake Driss Haidara Franck Dubosc Comedy  Thriller  Crime
Julio Medem,Najwa Nimri,Outi Alanen,Pep Munné,Drama  Mystery  Romance,lovers of the arctic circle,Najwa Nimri Outi Alanen Pep Munné Julio Medem Drama  Mystery  Romance
Massimiliano Bruno,Alessandro Gassmann,Alessandra Costanzo,Federico Torre,Drama  Comedy,the last will be the last,Alessandro Gassmann Alessandra Costanzo Federico Torre Massimiliano Bruno Drama  Comedy
Les Mayfield,Callum Keith Rennie,Nicollette Sheridan,Michael Boston,Action  Comedy  Crime,code name: the cleaner,Callum Keith Rennie Nicollette Sheridan Michael Boston Les Mayfield Action  Comedy  Crime
Jonathan Kaplan,Vince Davis,Mark Feltch,Richard Robbins,Romance  Western,bad girls,Vince Davis Mark Feltch Richard Robbins Jonathan Kaplan Romance  Western
Mehdi Avaz,Paw Henriksen,Jonas Gülstorff,Ardalan Esmaili,Drama  Music  Romance,a beautiful life,Paw Henriksen Jonas Gülstorff Ardalan Esmaili Mehdi Avaz Drama  Music  Romance
Claude Berri,Mahmoud Zemmouri,Mickaël Pichet,Philippe Léotard,Drama  Crime,"so long, stooge",Mahmoud Zemmouri Mickaël Pichet Philippe Léotard Claude Berri Drama  Crime
Maria Pulera,Garrett Clayton,Eric Scarabin,Gwendolyn Mulamba,Mystery  Thriller  Fantasy,between worlds,Garrett Clayton Eric Scarabin Gwendolyn Mulamba Maria Pulera Mystery  Thriller  Fantasy
Paolo Genovese,Emilio Solfrizzi,Mia Benedetta,Sabrina Impacciatore,Comedy  Romance,ever been to the moon?,Emilio Solfrizzi Mia Benedetta Sabrina Impacciatore Paolo Genovese Comedy  Romance
David M. Rosenthal,Amy Sloan,William H. Macy,W. Earl Brown,Drama  Crime  Thriller,a single shot,Amy Sloan William H. Macy W. Earl Brown David M. Rosenthal Drama  Crime  Thriller
Owen Egerton,Nick Rutherford,Gavin Free,Will Hyde,Comedy  Horror,blood fest,Nick Rutherford Gavin Free Will Hyde Owen Egerton Comedy  Horror
Carlos Saura,Josefina Díaz,Germán Cobos,Mirta Miller,Drama,cria!,Josefina Díaz Germán Cobos Mirta Miller Carlos Saura Drama
Griff Furst,Bianca Ilich,Alexander Nikolov,Roxanne Pallett,Horror  Action  Science Fiction  Thriller,lake placid 3,Bianca Ilich Alexander Nikolov Roxanne Pallett Griff Furst Horror  Action  Science Fiction  Thriller
Wes Craven,Lee Paul,William H. Faeth,Charles Fleischer,Horror  Science Fiction,deadly friend,Lee Paul William H. Faeth Charles Fleischer Wes Craven Horror  Science Fiction
Joseph L. Mankiewicz,Maria Zanoli,Warren Stevens,Diana Decker,Drama,the barefoot contessa,Maria Zanoli Warren Stevens Diana Decker Joseph L. Mankiewicz Drama
Rupert Wyatt,Paul Vaughan,Conor McGregor,Ned Dennehy,Action  Thriller,the escapist,Paul Vaughan Conor McGregor Ned Dennehy Rupert Wyatt Action  Thriller
Scooter Tidwell,Dwight Schultz,Vanessa Marshall,Jim Ward,Animation  Science Fiction  Family  TV Movie  Action,ben 10: secret of the omnitrix,Dwight Schultz Vanessa Marshall Jim Ward Scooter Tidwell Animation  Science Fiction  Family  TV Movie  Action
Louis Morneau,Guy Wilson,Adam Croasdell,Nia Peeples,Drama  Horror  Thriller,werewolf: the beast among us,Guy Wilson Adam Croasdell Nia Peeples Louis Morneau Drama  Horror  Thriller
Kris Isacsson,Alexia Landeau,Joanna Adler,Henry Winkler,Comedy  Drama  Romance,down to you,Alexia Landeau Joanna Adler Henry Winkler Kris Isacsson Comedy  Drama  Romance
Jiří Menzel,Naďa Urbánková,Karel Hovorka,Pavel Landovský,Comedy  Drama  War,closely watched trains,Naďa Urbánková Karel Hovorka Pavel Landovský Jiří Menzel Comedy  Drama  War
Steno,Tecla Scarano,Ilse Peterson,Rocco D'Assunta,Comedy,an american in rome,Tecla Scarano Ilse Peterson Rocco D'Assunta Steno Comedy
Konstantin Ershov,Dmytro Karpa,Stepan Shkurat,Mykola Yakovchenko,Drama  Fantasy  Horror,viy,Dmytro Karpa Stepan Shkurat Mykola Yakovchenko Konstantin Ershov Drama  Fantasy  Horror
Marco Manetti,Milena Cocozza,David Zamperla,Serena Rossi,Music  Comedy  Romance  Crime,love and bullets,Milena Cocozza David Zamperla Serena Rossi Marco Manetti Music  Comedy  Romance  Crime
King Vidor,Gertrude Flynn,Oskar Homolka,Lea Seidl,War  Romance  Drama  History,war and peace,Gertrude Flynn Oskar Homolka Lea Seidl King Vidor War  Romance  Drama  History
James Foley,David Marshall Grant,Greg Wayne Elam,Lela Rochon,Crime  Drama,the chamber,David Marshall Grant Greg Wayne Elam Lela Rochon James Foley Crime  Drama
Josh Greenbaum,Vanessa Bayer,Carl Mergenthaler,Jennifer Giovannini,Comedy,barb & star go to vista del mar,Vanessa Bayer Carl Mergenthaler Jennifer Giovannini Josh Greenbaum Comedy
Martha Coolidge,Troy Martin,Nicolas Cage,Helen Kelly,Comedy  Romance,valley girl,Troy Martin Nicolas Cage Helen Kelly Martha Coolidge Comedy  Romance
Vittorio De Sica,Paolo Stoppa,Flora Cambi,Enzo Furlai,Comedy  Fantasy  Drama,miracle in milan,Paolo Stoppa Flora Cambi Enzo Furlai Vittorio De Sica Comedy  Fantasy  Drama
Brad Anderson,Marko Nikolic,Djinda Kane,Becky Camilleri,Crime  Thriller  Action,the silent hour,Marko Nikolic Djinda Kane Becky Camilleri Brad Anderson Crime  Thriller  Action
David Lynch,Andrea Hays,Pamela Gidley,Catherine E. Coulson,Thriller  Drama  Mystery  Horror,twin peaks: the missing pieces,Andrea Hays Pamela Gidley Catherine E. Coulson David Lynch Thriller  Drama  Mystery  Horror
Tze Chun,Dylan Chalfy,Erin Cummings,Alice Eve,Crime  Drama  Thriller,cold comes the night,Dylan Chalfy Erin Cummings Alice Eve Tze Chun Crime  Drama  Thriller
Christie Will Wolf,Kirby Morrow,Colleen Wheeler,Jason McKinnon,TV Movie  Romance  Drama  Fantasy,a wish for christmas,Kirby Morrow Colleen Wheeler Jason McKinnon Christie Will Wolf TV Movie  Romance  Drama  Fantasy
Richard Lester,Victoria Hernández Sanguino,Veronica Quilligan,Ian Holm,Adventure  Romance,robin and marian,Victoria Hernández Sanguino Veronica Quilligan Ian Holm Richard Lester Adventure  Romance
Masaki Kobayashi,Hisano Yamaoka,Etsuko Ichihara,Yoshirō Aoki,Drama  History  Action,samurai rebellion,Hisano Yamaoka Etsuko Ichihara Yoshirō Aoki Masaki Kobayashi Drama  History  Action
Neil Jordan,Jack McKenzie,Stephen Rea,Jason Isaacs,Romance  Drama,the end of the affair,Jack McKenzie Stephen Rea Jason Isaacs Neil Jordan Romance  Drama
Karrie Crouse,Ebon Moss-Bachrach,Nathan Gariety,Hannah Mosqueda,Horror  Thriller  Drama,hold your breath,Ebon Moss-Bachrach Nathan Gariety Hannah Mosqueda Karrie Crouse Horror  Thriller  Drama
Galt Niederhoffer,Jeremy Strong,Candice Bergen,Evelyn Aronin,Drama  Romance,the romantics,Jeremy Strong Candice Bergen Evelyn Aronin Galt Niederhoffer Drama  Romance
Rob Spera,Chloe Hunter,Lobo Sebastian,Anthony Montgomery,Horror  Comedy,leprechaun in the hood,Chloe Hunter Lobo Sebastian Anthony Montgomery Rob Spera Horror  Comedy
Katie Found,Arthur Angel,Harvey Zielinski,Markella Kavenagh,Drama  Romance,my first summer,Arthur Angel Harvey Zielinski Markella Kavenagh Katie Found Drama  Romance
Chris Marker,David Coverdale,Florence Delay,Bin Akao,Documentary,sans soleil,David Coverdale Florence Delay Bin Akao Chris Marker Documentary
Giancarlo Volpe,Corey Burton,Fred Tatasciore,Avery Kidd Waddell,Family  Animation  Action  Science Fiction,jla adventures: trapped in time,Corey Burton Fred Tatasciore Avery Kidd Waddell Giancarlo Volpe Family  Animation  Action  Science Fiction
Ariel Winograd,Ari Albarran,Miguel Rodarte,Gerardo Albarrán,Comedy  Drama,¿y cómo es él?,Ari Albarran Miguel Rodarte Gerardo Albarrán Ariel Winograd Comedy  Drama
Joe Begos,Graham Skipper,Fred Williamson,JP DeStefano,Action  Crime  Horror  Thriller,vfw,Graham Skipper Fred Williamson JP DeStefano Joe Begos Action  Crime  Horror  Thriller
Louis Lumière,François Clerc,Benoît Duval,unknown,Comedy,the sprinkler sprinkled,François Clerc Benoît Duval unknown Louis Lumière Comedy
Drake Doremus,Jesse Vilinsky,Wendie Malick,Courtney Reed,Romance  Drama,"endings, beginnings",Jesse Vilinsky Wendie Malick Courtney Reed Drake Doremus Romance  Drama
Tommy Chong,Betty Kennedy,Michael Drummon,Raven Grey Eagle,Action  Adventure  Comedy,cheech & chong's next movie,Betty Kennedy Michael Drummon Raven Grey Eagle Tommy Chong Action  Adventure  Comedy
Robert Ben Garant,Paul Reubens,Rico Devereaux,Jason Bartley,Action  Comedy  Crime,reno 911!: miami,Paul Reubens Rico Devereaux Jason Bartley Robert Ben Garant Action  Comedy  Crime
Umberto Lenzi,Lorraine De Selle,Dominic Raacke,Fiamma Maglione,Adventure  Horror,cannibal ferox,Lorraine De Selle Dominic Raacke Fiamma Maglione Umberto Lenzi Adventure  Horror
Edson Oda,Perry Smith,David H. Stevens,Lisa Starrett,Drama  Fantasy,nine days,Perry Smith David H. Stevens Lisa Starrett Edson Oda Drama  Fantasy
Hirokazu Kore-eda,Sébastien Chassagne,Claude Schmitz,Zoé Van Herck,Drama,the truth,Sébastien Chassagne Claude Schmitz Zoé Van Herck Hirokazu Kore-eda Drama
Ivan Kavanagh,Jessica Black,Garrett Kruithof,Sarah Fisher,Horror  Thriller,son,Jessica Black Garrett Kruithof Sarah Fisher Ivan Kavanagh Horror  Thriller
Francis Veber,Alexandra Vandernoot,Christian Bouillette,Francis Lemaire,Adventure  Comedy,jaguar,Alexandra Vandernoot Christian Bouillette Francis Lemaire Francis Veber Adventure  Comedy
Peter Cornwell,Munda Razooki,Pat Destro,Amanda Walsh,Thriller  Horror,mercy,Munda Razooki Pat Destro Amanda Walsh Peter Cornwell Thriller  Horror
Erle C. Kenton,Charles Gemora,Robert P. Kerr,Bela Lugosi,Horror  Science Fiction,island of lost souls,Charles Gemora Robert P. Kerr Bela Lugosi Erle C. Kenton Horror  Science Fiction
Roger Corman,Diana Van der Vlis,John Dierkes,Morris Ankrum,Science Fiction  Thriller  Horror,x: the man with the x-ray eyes,Diana Van der Vlis John Dierkes Morris Ankrum Roger Corman Science Fiction  Thriller  Horror
Ella Lemhagen,Federico Riccardo Rossi,Rosie Day,Letizia Ciampa,Comedy  Romance,all roads lead to rome,Federico Riccardo Rossi Rosie Day Letizia Ciampa Ella Lemhagen Comedy  Romance
Billy Wilder,Andrea Esterhazy,Giuseppe Terranova,Harry Ray,Comedy  Romance,avanti!,Andrea Esterhazy Giuseppe Terranova Harry Ray Billy Wilder Comedy  Romance
James Komack,Donna Rosae,Heidi Helmer,Eric Christmas,Comedy,porky's revenge,Donna Rosae Heidi Helmer Eric Christmas James Komack Comedy
Warren Beatty,Mario Jackson,Bee-Be Smith,Jonathan Roger Neal,Comedy  Drama  Crime  Thriller  Romance,bulworth,Mario Jackson Bee-Be Smith Jonathan Roger Neal Warren Beatty Comedy  Drama  Crime  Thriller  Romance
Herbert Ross,Corey Carrier,Jesse Bradford,Steve Martin,Action  Comedy  Crime,my blue heaven,Corey Carrier Jesse Bradford Steve Martin Herbert Ross Action  Comedy  Crime
Roger Spottiswoode,John Molnar,Clancy Brown,Michele Goodger,Action  Thriller  Crime  Drama,shoot to kill,John Molnar Clancy Brown Michele Goodger Roger Spottiswoode Action  Thriller  Crime  Drama
Gaspar Noé,Jean-Pierre Bouyxou,Corinne Bruand,Laurent Aknin,Drama,vortex,Jean-Pierre Bouyxou Corinne Bruand Laurent Aknin Gaspar Noé Drama
Christopher Storer,Bo Burnham,unknown,unknown,Comedy  Music,bo burnham: what.,Bo Burnham unknown unknown Christopher Storer Comedy  Music
John Sayles,Tay Strathairn,Charles Siebert,Eliot Asinof,Drama  History,eight men out,Tay Strathairn Charles Siebert Eliot Asinof John Sayles Drama  History
Tim Story,Ed Helms,David Meunier,Kevin Hart,Comedy  Documentary  TV Movie,kevin hart: what now?,Ed Helms David Meunier Kevin Hart Tim Story Comedy  Documentary  TV Movie
Zhang Luan,Jia Bing,Han Yanbo,Xu Juncong,Action  Comedy,panda plan,Jia Bing Han Yanbo Xu Juncong Zhang Luan Action  Comedy
John Carl Buechler,Jenny Beck,Debra Dion,Albert Band,Fantasy  Horror,troll,Jenny Beck Debra Dion Albert Band John Carl Buechler Fantasy  Horror
Robert Benton,Morgan Freeman,Radha Mitchell,Marozsán Erika,Romance  Drama,feast of love,Morgan Freeman Radha Mitchell Marozsán Erika Robert Benton Romance  Drama
Dino Risi,Carla Mancini,Inna Alexeievna,Agostina Belli,Comedy  Drama,scent of a woman,Carla Mancini Inna Alexeievna Agostina Belli Dino Risi Comedy  Drama
Christophe Honoré,Clotilde Hesme,Sylvain Tempier,Esteban Carvajal-Alegria,Drama  Romance,love songs,Clotilde Hesme Sylvain Tempier Esteban Carvajal-Alegria Christophe Honoré Drama  Romance
William Lustig,Andrew Hill Newman,Claudia Christian,Joe Cirillo,Action  Horror  Thriller  Crime,maniac cop 2,Andrew Hill Newman Claudia Christian Joe Cirillo William Lustig Action  Horror  Thriller  Crime
Kyle Mooney,Zachary Clark,Eduardo Franco,Alex Schecter,Comedy  Horror  Science Fiction,y2k,Zachary Clark Eduardo Franco Alex Schecter Kyle Mooney Comedy  Horror  Science Fiction
Howard E. Baker,Jimmy Bennett,Reedy Gibbs,Richard Epcar,Animation  Family,shark bait,Jimmy Bennett Reedy Gibbs Richard Epcar Howard E. Baker Animation  Family
Carey Williams,Luke Cross,Connor Hammond,Diego Abraham,Comedy  Drama  Thriller,emergency,Luke Cross Connor Hammond Diego Abraham Carey Williams Comedy  Drama  Thriller
John Cassavetes,Joe Dabenigno,Harry Madsen,T.S. Rosenbaum,Crime  Drama  Thriller,gloria,Joe Dabenigno Harry Madsen T.S. Rosenbaum John Cassavetes Crime  Drama  Thriller
Danishka Esterhazy,Daniel Fox,Keeno Lee Hector,Liza Scholtz,Horror  Thriller,the banana splits movie,Daniel Fox Keeno Lee Hector Liza Scholtz Danishka Esterhazy Horror  Thriller
Ricardo Arnaiz,Emiliano Ugarte,Annie Rojas,Verania Ortiz,Animation  Comedy  Fantasy  Adventure  Family  Horror,las leyendas: el origen,Emiliano Ugarte Annie Rojas Verania Ortiz Ricardo Arnaiz Animation  Comedy  Fantasy  Adventure  Family  Horror
Gail Lerner,John O'Brien,Yorelis Apolinario,LaTonya Swann,Family  Comedy,cheaper by the dozen,John O'Brien Yorelis Apolinario LaTonya Swann Gail Lerner Family  Comedy
Hirokazu Kore-eda,Natsuo Ishido,Hisako Hara,Erika Oda,Fantasy  Drama,after life,Natsuo Ishido Hisako Hara Erika Oda Hirokazu Kore-eda Fantasy  Drama
Isabel Coixet,Zita Sattar,Dylan Charles,Eugenio Pérez,Thriller  Mystery  Horror  Drama,another me,Zita Sattar Dylan Charles Eugenio Pérez Isabel Coixet Thriller  Mystery  Horror  Drama
Lena Khan,Craig Haas,Benjamin Evan Ainsworth,Danny Pudi,Family  Adventure  Comedy  Fantasy,flora & ulysses,Craig Haas Benjamin Evan Ainsworth Danny Pudi Lena Khan Family  Adventure  Comedy  Fantasy
William A. Seiter,Hal Roach,Stan Laurel,Ernie Alexander,Comedy,sons of the desert,Hal Roach Stan Laurel Ernie Alexander William A. Seiter Comedy
Guido Chiesa,Laura Baldi,Armando Quaranta,Elisabetta De Palo,Comedy,let me introduce you to sofia,Laura Baldi Armando Quaranta Elisabetta De Palo Guido Chiesa Comedy
Ali Taner Baltacı,Özge Özberk,Ozan Güven,Seyhan Kaya,Science Fiction  Fantasy  Comedy,a.r.o.g,Özge Özberk Ozan Güven Seyhan Kaya Ali Taner Baltacı Science Fiction  Fantasy  Comedy
Jim McBride,Miguel Piñero,Martin Erlichman,James Hong,Romance  Drama  Action,breathless,Miguel Piñero Martin Erlichman James Hong Jim McBride Romance  Drama  Action
Campbell Scott,Ian Holm,Harley Kaplan,Michael Philip Del Rio,Drama  Romance  Comedy,big night,Ian Holm Harley Kaplan Michael Philip Del Rio Campbell Scott Drama  Romance  Comedy
Jon Garaño,Emilio Palacios,Marco Cáceres,Antonio de la Torre,Drama  History  Thriller,the endless trench,Emilio Palacios Marco Cáceres Antonio de la Torre Jon Garaño Drama  History  Thriller
Isaac Gabaeff,Nikki Leigh,Meagan Holder,Etalvia Cashin,Horror  Science Fiction  Comedy,the sand,Nikki Leigh Meagan Holder Etalvia Cashin Isaac Gabaeff Horror  Science Fiction  Comedy
Russell Mulcahy,Andy Stahl,Edith Ivey,Raynor Scheine,Action  Crime  Drama  Thriller,the real mccoy,Andy Stahl Edith Ivey Raynor Scheine Russell Mulcahy Action  Crime  Drama  Thriller
Michael Rowe,Nur Rubio,Bertha Mendiola,Mónica del Carmen,Drama  Romance,leap year,Nur Rubio Bertha Mendiola Mónica del Carmen Michael Rowe Drama  Romance
Charles Stone III,Viola Davis,Rey Hernandez,Jennifer Lopez,Thriller  Drama,lila & eve,Viola Davis Rey Hernandez Jennifer Lopez Charles Stone III Thriller  Drama
Michael Reeves,Michael Beint,John Trenaman,Bill Maxwell,Drama  History  Horror,witchfinder general,Michael Beint John Trenaman Bill Maxwell Michael Reeves Drama  History  Horror
Apichatpong Weerasethakul,Elkin Díaz,Tilda Swinton,Jerónimo Barón,Drama  Science Fiction  Mystery,memoria,Elkin Díaz Tilda Swinton Jerónimo Barón Apichatpong Weerasethakul Drama  Science Fiction  Mystery
Christian Petzold,Matthias Brandt,Elisa Voisin,Antoine Oppenheim,Drama  Romance,transit,Matthias Brandt Elisa Voisin Antoine Oppenheim Christian Petzold Drama  Romance
Jack Nicholson,James Hong,Collette Northrop,Jeffery Thomas Johnson,Crime  Drama  Mystery  Romance,the two jakes,James Hong Collette Northrop Jeffery Thomas Johnson Jack Nicholson Crime  Drama  Mystery  Romance
Anthony Minghella,Ray Winstone,Rafi Gavron,O-T Fagbenle,Drama  Romance,breaking and entering,Ray Winstone Rafi Gavron O-T Fagbenle Anthony Minghella Drama  Romance
Claude Chabrol,Roger Rudel,Mario Beccara,Stéphane Audran,Thriller  Crime  Drama,the butcher,Roger Rudel Mario Beccara Stéphane Audran Claude Chabrol Thriller  Crime  Drama
Anne Fontaine,Payman Maadi,Nagisa Morimoto,Pierre Alloggia,Drama,night shift,Payman Maadi Nagisa Morimoto Pierre Alloggia Anne Fontaine Drama
Mark Rydell,Alfred Barker Jr.,Charles Tyner,Tony Epper,Western  Adventure  Drama  Action,the cowboys,Alfred Barker Jr. Charles Tyner Tony Epper Mark Rydell Western  Adventure  Drama  Action
Stefano Sollima,Pierfrancesco Favino,Ernestina Patrignani,Federico Citracca,Crime  Thriller  Action,adagio,Pierfrancesco Favino Ernestina Patrignani Federico Citracca Stefano Sollima Crime  Thriller  Action
Jimmy Chin,Jimmy Chin,Renan Öztürk,Jenni Lowe-Anker,Adventure  Documentary,meru,Jimmy Chin Renan Öztürk Jenni Lowe-Anker Jimmy Chin Adventure  Documentary
Tony Bill,Vanessa Hart,John Paul Gamoke,Buffy Sedlachek,Drama  Romance,untamed heart,Vanessa Hart John Paul Gamoke Buffy Sedlachek Tony Bill Drama  Romance
Giorgia Farina,Lucia Sardo,Claudia Gerini,Giovanni Martorana,Romance  Crime  Comedy,amiche da morire,Lucia Sardo Claudia Gerini Giovanni Martorana Giorgia Farina Romance  Crime  Comedy
Dania Pasquini,Hannah Arterton,Phelim Kelly,Andrea Coppola,Comedy  Romance,walking on sunshine,Hannah Arterton Phelim Kelly Andrea Coppola Dania Pasquini Comedy  Romance
David Steiman,Brandon Firla,Douglas Smith,Don Bland,Comedy  Fantasy  Horror,santa's slay,Brandon Firla Douglas Smith Don Bland David Steiman Comedy  Fantasy  Horror
Dan Curtis,Anthony James,Orin Cannon,Eileen Heckart,Horror  Thriller  Mystery,burnt offerings,Anthony James Orin Cannon Eileen Heckart Dan Curtis Horror  Thriller  Mystery
Yuri Norstein,Vyacheslav Nevinnyy,Aleksey Batalov,Mariya Vinogradova,Animation  Adventure  Mystery  Family,hedgehog in the fog,Vyacheslav Nevinnyy Aleksey Batalov Mariya Vinogradova Yuri Norstein Animation  Adventure  Mystery  Family
Ivan Calbérac,Nicolas Briançon,Salvatore Caltabiano,Luna Lou,Comedy  Drama,venice calling,Nicolas Briançon Salvatore Caltabiano Luna Lou Ivan Calbérac Comedy  Drama
Jim Wynorski,Rex Pierson,Dick Durock,Sarah Douglas,Horror  Science Fiction,the return of swamp thing,Rex Pierson Dick Durock Sarah Douglas Jim Wynorski Horror  Science Fiction
Morgan Neville,Ula Hedwig,Stevie Wonder,Darlene Love,Documentary  Music,20 feet from stardom,Ula Hedwig Stevie Wonder Darlene Love Morgan Neville Documentary  Music
Fred Wolf,Alec Baldwin,Kelly AuCoin,Salma Hayek Pinault,Comedy,drunk parents,Alec Baldwin Kelly AuCoin Salma Hayek Pinault Fred Wolf Comedy
Mark L. Lester,Barry M. Press,Rose McGowan,James McIntire,Science Fiction  Action,class of 1999,Barry M. Press Rose McGowan James McIntire Mark L. Lester Science Fiction  Action
Lisa Azuelos,Mila Ayache,Claire Viville,Sandrine Kiberlain,Comedy  Drama,sweetheart,Mila Ayache Claire Viville Sandrine Kiberlain Lisa Azuelos Comedy  Drama
